nazwa;wojewodztwo;powiat;gmina;miejscowosc;ulica;budynek;latitude;longitude
OSP Grzybowice;ŚLĄSKIE;Zabrze;Zabrze;Zabrze;Warmińska;1;50.362616;18.7629914
OSP ŻURAW;ŚLĄSKIE;częstochowski;Janów;Żuraw;Kościelna;19;50.784377500000005;19.40573395
OSP HUTA STARA;ŚLĄSKIE;częstochowski;Poczesna;Huta Stara A;Tkacka;26;50.723934150000005;19.12910745
OSP KAMIENICA POLSKA;ŚLĄSKIE;częstochowski;Kamienica Polska;Kamienica Polska;Marii Konopnickiej;199;50.6856505;19.153872
OSP KŁOMNICE;ŚLĄSKIE;częstochowski;Kłomnice;Kłomnice;Częstochowska;76;50.92016605;19.3540188
OSP KONIECPOL II;ŚLĄSKIE;częstochowski;Koniecpol;Koniecpol;Szkolna;1;50.78276;19.69172
OSP RUDNIKI;ŚLĄSKIE;częstochowski;Rędziny;Rudniki;Mstowska;1;50.87654;19.24654
OSP ZRĘBICE;ŚLĄSKIE;częstochowski;Olsztyn;Zrębice;Główna;139;50.72517415;19.330662864302177
OSP WRZOSOWA;ŚLĄSKIE;częstochowski;Poczesna;Wrzosowa;Strażacka;30;50.7467096;19.1515036
OSP WIERCICA;ŚLĄSKIE;częstochowski;Przyrów;Wiercica;;76;50.7782942;19.5150286
OSP WANATY;ŚLĄSKIE;częstochowski;Kamienica Polska;Wanaty;Warszawska;63;50.69229205;19.13550716609884
OSP WIDZÓW;ŚLĄSKIE;częstochowski;Kruszyna;Widzów;Żwirki i Wigury;14;50.97232;19.38114
OSP ULESIE;ŚLĄSKIE;częstochowski;Dąbrowa Zielona;Ulesie;;88;50.808393;19.584656
OSP KONIECPOL STARY;ŚLĄSKIE;częstochowski;Koniecpol;Stary Koniecpol;Częstochowska;150;50.78883;19.63946
OSP STARCZA;ŚLĄSKIE;częstochowski;Starcza;Starcza;Gminna;4;50.6658132;19.070791
OSP STANISŁAWICE;ŚLĄSKIE;częstochowski;Koniecpol;Stanisławice;Partyzantów;48;50.8314564;19.6693304
OSP BŁESZNO;ŚLĄSKIE;Częstochowa;Częstochowa;Częstochowa;Długa;63;50.7681484;19.1536507
OSP RZERZĘCZYCE;ŚLĄSKIE;częstochowski;Kłomnice;Rzerzęczyce;Skrzydlowska;94;50.8888257;19.335633831106172
OSP PRZYRÓW;ŚLĄSKIE;częstochowski;Przyrów;Przyrów;Częstochowska;7A;50.8030166;19.5245494
OSP CZĘSTOCHOWA;ŚLĄSKIE;Częstochowa;Częstochowa;Częstochowa;Strażacka;3;50.8099365;19.128521738313285
OSP POCZESNA;ŚLĄSKIE;częstochowski;Poczesna;Kolonia Poczesna;Szkolna;1;50.71342945;19.154304922413793
OSP RĘKSZOWICE;ŚLĄSKIE;częstochowski;Konopiska;Rększowice;;77;50.7040197;19.039496852168284
OSP DĄBROWA ZIELONA;ŚLĄSKIE;częstochowski;Dąbrowa Zielona;Dąbrowa Zielona;Straży Pożarnej;1;50.844;19.55495
OSP OSINY;ŚLĄSKIE;częstochowski;Kamienica Polska;Osiny;Częstochowska;167;50.6910413;19.1895729
"""ATMA RESCUERS""";MAŁOPOLSKIE;oświęcimski;Oświęcim;Oświęcim;Bolesława Chrobrego;8;50.0351095;19.2427025
OSP OLSZTYN;ŚLĄSKIE;częstochowski;Olsztyn;Olsztyn;Kuhna;20;50.747354900000005;19.267113530003986
OSP NAKŁO;ŚLĄSKIE;częstochowski;Lelów;Nakło;;199;50.65578;19.72566
OSP MYKANÓW;ŚLĄSKIE;częstochowski;Mykanów;Mykanów;Częstochowska;3;50.9230391;19.198809849629576
OSP MSTÓW;ŚLĄSKIE;częstochowski;Mstów;Mstów;Plac Mickiewicza;10;50.82883;19.28664
JRG Radzionków;ŚLĄSKIE;tarnogórski;Radzionków;Radzionków;Danielecka;2;50.4029652;18.8929432
OSP LUBOJNA;ŚLĄSKIE;częstochowski;Mykanów;Lubojna;Strażacka;12;50.8946963;19.1188818
OSP KRUSZYNA;ŚLĄSKIE;częstochowski;Kruszyna;Kruszyna;Strażacka;2;50.96727215;19.277035055534355
OSP KOŚCIELEC;ŚLĄSKIE;częstochowski;Rędziny;Kościelec;Wolności;98;50.8969752;19.216866190460365
OSP KONOPISKA;ŚLĄSKIE;częstochowski;Konopiska;Konopiska;Opolska;20;50.72618075;19.005768059945332
OSP JASKRÓW;ŚLĄSKIE;częstochowski;Mstów;Jaskrów;Starowiejska;4;50.83711;19.24684
OSP JANÓW;ŚLĄSKIE;częstochowski;Janów;Janów;Przyrowska;4;50.72261;19.43862
OSP DŹBÓW;ŚLĄSKIE;Częstochowa;Częstochowa;Częstochowa;Leśna;3;50.761195900000004;19.057159852391834
JRG Tarnowskie Góry;ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;Górnicza;36;50.4404939;18.8549739
Komenda Powiatowa Państwowej Straży Pożarnej w Tarnowskich Górach;ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;Górnicza;36;50.4404939;18.8549739
OSP Tąpkowice;ŚLĄSKIE;tarnogórski;Ożarowice;Tąpkowice;Zwycięstwa;17;50.4491053;19.0162358
OSP Wieszowa;ŚLĄSKIE;tarnogórski;Zbrosławice;Wieszowa;Bytomska;144;50.3841095;18.7574841
OSP Florian w Strzybnicy;ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;Kościelna;85;50.4767722;18.8049304
OSP Ożarowice;ŚLĄSKIE;tarnogórski;Ożarowice;Ożarowice;Dworcowa;15;50.468051149999994;19.047766381455254
OSP Repty Śląskie;ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;Długa;10;50.4180485;18.8287703
OSP Pniowiec;ŚLĄSKIE;tarnogórski;Tarnowskie Góry;Tarnowskie Góry;Druha Ignacego Sowy;4;50.4976988;18.8079849
OSP Łubie;ŚLĄSKIE;tarnogórski;Zbrosławice;Łubie;1 Maja;35;50.4451071;18.65594272507507
OSP Świętoszowice;ŚLĄSKIE;tarnogórski;Zbrosławice;Świętoszowice;Mikulczycka;93A;50.3649473;18.7278918
OSP Wojska;ŚLĄSKIE;tarnogórski;Tworóg;Wojska;Kolonia Ameryka;5;50.4859875;18.6524752
OSP Czekanów;ŚLĄSKIE;tarnogórski;Zbrosławice;Czekanów;Kolejowa;3C;50.3506716;18.737117750000003
OSP Nakło Ślaskie;ŚLĄSKIE;tarnogórski;Świerklaniec;Nakło Śląskie;Główna;20;50.43819;18.90388
OSP Świniowice;ŚLĄSKIE;tarnogórski;Tworóg;Świniowice;Wiejska;77;50.516622;18.6532826
OSP Potępa;ŚLĄSKIE;tarnogórski;Krupski Młyn;Potępa;Tarnogórska;4a;50.56612;18.66126
OSP Tworóg;ŚLĄSKIE;tarnogórski;Tworóg;Tworóg;Powstańców Śląskich;2A;50.5319081;18.7249215
OSP Świerklaniec;ŚLĄSKIE;tarnogórski;Świerklaniec;Świerklaniec;Oświęcimska;25;50.4369679;18.946649100000002
OSP Żyglinek;ŚLĄSKIE;tarnogórski;Miasteczko Śląskie;Miasteczko Śląskie;Okólna;1;50.48982;18.94877
OSP Zbrosławice;ŚLĄSKIE;tarnogórski;Zbrosławice;Zbrosławice;Wolności;112;50.421420350000005;18.76086815
OSP Kalety;ŚLĄSKIE;tarnogórski;Kalety;Kalety;1 Maja;35;50.5652979;18.8815221
OSP Koty;ŚLĄSKIE;tarnogórski;Tworóg;Koty;Topolowa;2;50.5501372;18.7023595
KPP ŻNIN;KUJAWSKO-POMORSKIE;żniński;Żnin;Żnin;Plac Wolności;4;52.8467935;17.72327055230523
Komenda Miejska Policji w Grudziądzu;KUJAWSKO-POMORSKIE;Grudziądz;Grudziądz;Grudziądz;CHEŁMIŃSKA;111;53.472415850000004;18.746160601824094
OSP Zendek;ŚLĄSKIE;tarnogórski;Ożarowice;Zendek;Główna;118;50.4957734;19.074989
OSP Orzech;ŚLĄSKIE;tarnogórski;Świerklaniec;Orzech;Wieczorków;34;50.427314949999996;18.92647758791126
Ochotnicza Straż Pożarna w Czarnej;PODKARPACKIE;łańcucki;Czarna;Czarna;;591;53.8347294;18.1031216
Myślenicka Grupa Poszukiwawczo - Ratownicza z Psami;MAŁOPOLSKIE;myślenicki;Myślenice;Myślenice;Kazimierza Wielkiego;114;49.8409539;19.955945063297097
Jednostka ratowniczo-Gaśnicza PSP w Jelczu-Laskowicach;DOLNOŚLĄSKIE;oławski;Jelcz-Laskowice;Jelcz-Laskowice;Techników;2;51.0268033;17.314458252364883
Jednostka Ratowniczo-Gaśnicza PSP w Oleśnicy;DOLNOŚLĄSKIE;oleśnicki;Oleśnica;Oleśnica;Mikołaja Kopernika;4;51.214002199999996;17.40016776220865
Jednostka Ratowniczo-Gaśnicza PSP w Sycowie;DOLNOŚLĄSKIE;oleśnicki;Syców;Syców;Ludwika Waryńskiego;2;51.3088661;17.724536850000003
Jednostka Ratowniczo-Gasnicza PSP w Wołowie;DOLNOŚLĄSKIE;wołowski;Wołów;Wołów;Wojska Polskiego;38;51.3348766;16.6419952
Ochotnicza Straż Pożarna Skawina II;MAŁOPOLSKIE;krakowski;Skawina;Skawina;Stanisława Wyspiańskiego;7;49.9708192;19.853286294686242
Jednostka Ratowniczo-Gaśnicza PSP w Trzebnicy;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;Trzebnica;Bartosza Głowackiego;12;51.308761000000004;17.0578562562595
Oddział Prewencji Policji w Rzeszowie;PODKARPACKIE;rzeszowski;Trzebownisko;Zaczernie;;187;50.09822835;21.994187500000002
Ochotnicza Straż Pożarna w Morawicy;MAŁOPOLSKIE;krakowski;Liszki;Morawica;;182;50.0822853;19.7421676
Komenda Stołeczna Policji;MAZOWIECKIE;Warszawa;Śródmieście;Warszawa;Nowolipie;2;52.2463751;20.998385650127567
Centrum Szkolenia Policji w Legionowie;MAZOWIECKIE;legionowski;Legionowo;Legionowo;Zegrzyńska;121;52.4144595;20.95308565940403
Jednostka Ratowniczo-Gaśnicza PSP w Strzelinie;DOLNOŚLĄSKIE;strzeliński;Strzelin;Strzelin;Marii Konopnickiej;3;50.7854555;17.0791655
Komenda Powiatowa Policji w Tucholi;KUJAWSKO-POMORSKIE;tucholski;Tuchola;Tuchola;Dworcowa;17a;53.585778;17.86159
Jednostka Ratowniczo-Gasnicza PSP w Kamiennej Górze;DOLNOŚLĄSKIE;kamiennogórski;Kamienna Góra;Kamienna Góra;Wałbrzyska;2c;50.78835465;16.03511885285915
Samodzielny Pododdział Kontrterrorystyczny Policji;PODKARPACKIE;rzeszowski;Trzebownisko;Zaczernie;;187;50.09822835;21.994187500000002
Jednostka Ratowniczo-Gasnicza PSP w Bolesławcu;DOLNOŚLĄSKIE;bolesławiecki;Bolesławiec;Bolesławiec;Wesoła;2;51.265554550000004;15.558525048766935
Jednostka Ratowniczo-Gaśnicza PSP w Jaworze;DOLNOŚLĄSKIE;jaworski;Jawor;Jawor;Tadeusza Kościuszki;6;51.04625085;16.195496694386698
Jednostka Ratowniczo-Gaśnicza PSP w Polkowicach;DOLNOŚLĄSKIE;polkowicki;Polkowice;Polkowice;Polna;3;51.50661585;16.088807770002997
Jednostka Ratowniczo-Gaśnicza PSP w Bystrzycy Kłodzkiej;DOLNOŚLĄSKIE;kłodzki;Bystrzyca Kłodzka;Bystrzyca Kłodzka;Adama Mickiewicza;1;50.3024356;16.646351
Jednostka Ratowniczo-Gaśnicza PSP w Lwówku Śląskim;DOLNOŚLĄSKIE;lwówecki;Lwówek Śląski;Lwówek Śląski;Władysława Sikorskiego;2;51.112224299999994;15.576125491113427
Jednostka Ratowniczo-Gaśnicza PSP w Ząbkowicach Śląskich;DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;Ząbkowice Śląskie;Ludwika Waryńskiego;15;50.6021571;16.8150112
Jednostka Ratowniczo-Gaśnicza PSP w Lubaniu;DOLNOŚLĄSKIE;lubański;Lubań;Lubań;Podwale;7;51.12338695;15.291135571349397
Jednostka Ratowniczo-Gaśnicza PSP w Głogowie;DOLNOŚLĄSKIE;głogowski;Głogów;Głogów;Generała Władysława Sikorskiego;55;51.663169249999996;16.057906553785166
Jednostka Ratowniczo-Gaśnicza PSP w Górze;DOLNOŚLĄSKIE;górowski;Góra;Góra;Wincentego Witosa;22;51.679980549999996;16.537073112974106
Jednostka Ratowniczo-Gaśnicza nr 1 w Wałbrzychu;DOLNOŚLĄSKIE;Wałbrzych;Wałbrzych;Wałbrzych;Przemysłowa;1;50.76424775;16.277789347313686
Jednostka Ratowniczo-Gasnicza PSP w Zgorzelcu;DOLNOŚLĄSKIE;zgorzelecki;Zgorzelec;Zgorzelec;Bolesława Chrobrego;1;51.14971;15.0126486
Jednostka Ratowniczo-Gaśnicza nr 2 w Wałbrzychu;DOLNOŚLĄSKIE;Wałbrzych;Wałbrzych;Wałbrzych;Ogrodowa;20;50.8186875;16.2855973
Jednostka Ratowniczo-Gaśnicza PSP w Chojnowie;DOLNOŚLĄSKIE;legnicki;Chojnów;Chojnów;Fabryczna;11;51.27888695;15.94283253090995
Jednostka Ratowniczo-Gaśnicza PSP w Lubinie;DOLNOŚLĄSKIE;lubiński;Lubin;Lubin;Ścinawska;21;51.3973579;16.215942881150998
Jednostka Ratowniczo-Gaśnicza PSP nr 1 w Jeleniej Górze;DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Jelenia Góra;Sokoliki;6;50.8711111;15.699856288188457
Jednostka Ratowniczo-Gasnicza PSP nr 2 w Jeleniej Górze;DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra;Jelenia Góra;Sudecka;2;50.901031599999996;15.736390442608553
Jednostka Ratowniczo-Gaśnicza PSP w Kłodzku;DOLNOŚLĄSKIE;kłodzki;Kłodzko;Kłodzko;Romualda Traugutta;7;50.438096;16.650074407407836
Jednostka Ratowniczo-Gaśnicza PSP nr 1 w Legnicy;DOLNOŚLĄSKIE;Legnica;Legnica;Legnica;Witelona;2;51.2067969;16.163574220218177
Jednostrka Ratowniczo-Gaśnicza PSP w Świdnicy;DOLNOŚLĄSKIE;świdnicki;Świdnica;Świdnica;Niepodległości;08.pa?;50.9647833;16.3362255
Jednostka Ratowniczo-Gaśnicza PSP w Świebodzicach;DOLNOŚLĄSKIE;świdnicki;Świebodzice;Świebodzice;Wiejska;22;50.8580792;16.3126276
Jednostka Ratowniczo-Gaśnicza PSP nr 2 w Legnicy;DOLNOŚLĄSKIE;Legnica;Legnica;Legnica;Sudecka;4;51.201541399999996;16.19895499568674
Jednostka Ratowniczo-Gaśnicza PSP w Miliczu;DOLNOŚLĄSKIE;milicki;Milicz;Milicz;Powstańców Wielkopolskich;3;51.5200245;17.2883528
Jednostka Ratowniczo-Gaśnicza PSP w Środzie Śląskiej;DOLNOŚLĄSKIE;średzki;Środa Śląska;Środa Śląska;Kolejowa;45;51.17637275;16.5883228
Jednostka Ratowniczo-Gaśnicza PSP w Złotoryi;DOLNOŚLĄSKIE;złotoryjski;Złotoryja;Złotoryja;Legnicka;49;51.13446425;15.944592819540373
Grupa Ratownicza Nadzieja Łomża;PODLASKIE;Łomża;Łomża;Łomża;Zawadzka;55;53.157818500000005;22.075732555469155
Straż Miejska w Łodzi;ŁÓDZKIE;Łódź;Łódź-Polesie;Łódź;Wólczańska;121/123;51.759719399999994;19.45259602990038
Ochotnicza Straż Pożarna;ŚLĄSKIE;kłobucki;Wręczyca Wielka;Zamłynie;;40;50.013947;20.036277950332842
WODNE OCHOTNICZE POGOTOWIE RATUNKOWE W DĄBROWIE GÓRNICZEJ;ŚLĄSKIE;Dąbrowa Górnicza;Dąbrowa Górnicza;Dąbrowa Górnicza;3 Maja;5;50.3243279;19.1837652
Komenda Miejska Policji w Chełmie;LUBELSKIE;Chełm;Chełm;Chełm;Żwirki i Wigury;20;51.1304041;23.4853256
Komenda Powiatowa Policji w Janowie Lubelskim;LUBELSKIE;janowski;Janów Lubelski;Janów Lubelski;Jana Zamoyskiego;92;50.70074515;22.424100269361343
Komenda Powiatowa Policji w Krasnymstawie;LUBELSKIE;krasnostawski;Krasnystaw;Krasnystaw;;11;50.94136;23.11813
Komenda Miejska Policji w Lublinie;LUBELSKIE;Lublin;Lublin;Lublin;Północna;3;51.2563849;22.5607142
Komenda Powiatowa Policji w Łukowie;LUBELSKIE;łukowski;Łuków;Łuków;;9;51.576835599999995;14.879037476270017
KOMENDA POWIATOWA POLICJI W ŚWIDNIKU;LUBELSKIE;świdnicki;Świdnik;Świdnik;Aleja Lotników Polskich;1;51.22712355;22.699504126516022
Samodzielny Pododdział Kontrterrorystyczny Policji w Bydgoszczy;KUJAWSKO-POMORSKIE;Bydgoszcz;Bydgoszcz;Bydgoszcz;Józefa Poniatowskiego;3;53.12971025;18.02301783502066
Morska Stacja Ratownicza Darłowo;POMORSKIE;Gdynia;Gdynia;Gdynia;A. Hryniewickiego;10;54.5226787;18.5465017
Bieszczadzkie Wodne Ochotnicze Pogotowie Ratunkowe z siedzibą w Krośnie;PODKARPACKIE;Krosno;Krosno;Krosno;Niepodległości;44;49.690614249999996;21.77354165408805
Jednostka Ratowniczo - Gaśnicza nr 4 Gdynia Wielki Kack;POMORSKIE;Gdynia;Gdynia;Gdynia;Krzemowa;4;54.457445050000004;18.455691729784128
Jednosta Ratowniczo - Gaśnicza nr 2 Gdynia Chylonia;POMORSKIE;Gdynia;Gdynia;Gdynia;Hutnicza;30;54.54926605;18.462684834138944
Jednostka Ratowniczo - Gaśnicza nr 3 Gdynia Oksywie;POMORSKIE;Gdynia;Gdynia;Gdynia;Marynarska;14 A;54.5515776;18.5492246
OSP Milcza;PODKARPACKIE;krośnieński;Rymanów;Milcza;Szkolna;17;49.608923399999995;21.90339618648793
Grupa Ratownicza MEDIVAL;PODLASKIE;Białystok;Białystok;Białystok;Generała Józefa Hallera;8;53.15057645;23.123588109010765
Komenda Wojewódzka Policji we Wrocławiu - Samodzielny Pododdział Prewencji Policji w Legnicy;DOLNOŚLĄSKIE;Legnica;Legnica;Legnica;Jaworzyńska;134;51.1750478;16.1711444
Ochotnicza Straż Pożarna w Strzelnie;POMORSKIE;pucki;Puck;Strzelno;Wiejska;2;54.7852338;18.3253808
Ochotnicza Straż Pożarna w Mrzezinie;POMORSKIE;pucki;Puck;Mrzezino;Dworcowa;30;54.6524473;18.4203366
Ochotnicza Straż Pożarna w Starzynie;POMORSKIE;pucki;Puck;Starzyno;Żarnowiecka;16;54.75534895;18.260201721469965
Ochotnicza Straż Pożarna w Gnieżdżewie;POMORSKIE;pucki;Puck;Gnieżdżewo;Pucka;6;54.7454748;18.37883348524167
Ochotnicza Straż Pożarna w Kosakowie;POMORSKIE;pucki;Kosakowo;Kosakowo;Chrzanowskiego;44;54.58953435;18.4806295
Ochotnicza Straż Pożarna w Karlikowie;POMORSKIE;pucki;Krokowa;Karlikowo;Polna;2;54.736474;18.1495399
Ochotnicza Straż Pożarna w Żarnowcu;POMORSKIE;pucki;Krokowa;Żarnowiec;Na Stoku;1;54.78935745;18.08515687726471
Ochotnicza Straż Pożarna w Wierzchucinie;POMORSKIE;pucki;Krokowa;Wierzchucino;Antoniego Abrahama;36;54.7887937;17.9974238
Ochotnicza Straż Pożarna w Sławoszynie;POMORSKIE;pucki;Krokowa;Sławoszyno;Floriana Ceynowy;18;54.7846124;18.193640264140747
Ochotnicza Straż Pożarna w Krokowej;POMORSKIE;pucki;Krokowa;Krokowa;Wejherowska;10;54.7771013;18.1608282
Ochotnicza Straż Pożarna w Helu;POMORSKIE;pucki;Hel;Hel;Strażacka;1;54.605913;18.8018162
Ochotnicza Straż Pożarna w Jastarni;POMORSKIE;pucki;Jastarnia;Jastarnia;Herrmanna;3;54.6990556;18.6786245
Ochotnicza Straż Pożarna we Władysławowie;POMORSKIE;pucki;Władysławowo;Władysławowo;Władysława IV;4;54.79503785;18.413060526561104
Ochotnicza Straż Pożarna w Chłapowie;POMORSKIE;pucki;Władysławowo;Chłapowo;Władysławowska;28;54.803647049999995;18.373016249999996
Ochotnicza Straż Pożarna w Jastrzębiej Górze;POMORSKIE;pucki;Władysławowo;Jastrzębia Góra;Bałtycka;3;54.83144235;18.29097166783586
Komenda Powiatowa Państwowej Straży Pożarnej w Pucku;POMORSKIE;pucki;Puck;Puck;Mestwina;11;54.7190947;18.4061975
Wojskowa Straż Pożarna Strzepcz;POMORSKIE;wejherowski;Linia;Strzepcz;;0;54.454199;18.0262813
Komenda Powiatowa Państwowej Straży Pożarnej w Pruszczu Gdańskim;POMORSKIE;gdański;Pruszcz Gdański;Pruszcz Gdański;Gdańska;1:00 AM;54.2938453;18.7182013
Ochotnicza Straż Pożarna w Łęgowie;POMORSKIE;gdański;Pruszcz Gdański;Łęgowo;Spacerowa;8;54.2224318;18.6467241
Ochotnicza Straż Pożarna w Suchym Dębie;POMORSKIE;gdański;Suchy Dąb;Suchy Dąb;Gdańska;19;54.2049616;18.7671516
Ochotnicza Straż Pożarna w Cedrach Wielkich;POMORSKIE;gdański;Cedry Wielkie;Cedry Wielkie;Osadników Wojskowych;8;54.25174715;18.84623793349256
Ochotnicza Straż Pożarna w Pszczółkach;POMORSKIE;gdański;Pszczółki;Pszczółki;Lipowa;4;54.172858649999995;18.692257611062352
Ochotnicza Straż Pożarna w Kolbudach;POMORSKIE;gdański;Kolbudy;Kolbudy;Przemysłowa;2A;54.27313205;18.4643801
Ochotnicza Straż Pożarna w Pręgowie;POMORSKIE;gdański;Kolbudy;Pręgowo;Strażacka;2;54.2519334;18.4758147
Ochotnicza Straż Pożarna w Rościszewie;POMORSKIE;gdański;Trąbki Wielkie;Rościszewo;;11 C;52.9009267;19.7748102
Ochotnicza Straż Pożarna w Sobowidzu;POMORSKIE;gdański;Trąbki Wielkie;Sobowidz;Tadeusza Kościuszki;20;54.1446011;18.602776249999998
Ochotnicza Straż Pożarna w Trąbkach Wielkich;POMORSKIE;gdański;Trąbki Wielkie;Trąbki Wielkie;Sportowa;17B;54.1718925;18.5392371621841
Ochotnicza Straż Pożarna w Wiślinie;POMORSKIE;gdański;Pruszcz Gdański;Wiślina;Słoneczna;4;54.292728999999994;18.72198801622322
Ochotnicza Straż Pożarna w Mierzeszynie;POMORSKIE;gdański;Trąbki Wielkie;Mierzeszyn;Wolności;6;54.20139;18.41799
Ochotnicza Straż Pożarna w Jodłownie;POMORSKIE;gdański;Przywidz;Jodłowno;Kasztanowa;21;54.2468158;18.3853315
Ochotnicza Straż Pożarna w Lublewie;POMORSKIE;gdański;Kolbudy;Lublewo Gdańskie;Strażacka;2;54.283824249999995;18.503052626355746
Ochotnicza Straż Pożarna w Przywidzu;POMORSKIE;gdański;Przywidz;Przywidz;Gdańska;17;54.19557795;18.32464085
Ochotnicza Straż Pożarna w Koszwałach;POMORSKIE;gdański;Cedry Wielkie;Koszwały;Lipowa;11:00 AM;54.2950232;18.8150529
Ochotnicza Straż Pożarna w Pruszczu Gdańskim;POMORSKIE;gdański;Pruszcz Gdański;Pruszcz Gdański;Fryderyka Chopina;32;54.261041649999996;18.64277055679222
KM PSP Sopot;POMORSKIE;Sopot;Sopot;Sopot;Armii Krajowej;105;54.4434731;18.555937239990072
Szkoła Policji w Słupsku;POMORSKIE;Słupsk;Słupsk;Słupsk;Jana Kilińskiego;42;54.4703291;17.0331422
OSP Pikulice;PODKARPACKIE;przemyski;Przemyśl;Pikulice;Pikulice;22;49.747229149999995;22.778488030879984
Ochotnicza Straż Pożarna w Błądzimiu;KUJAWSKO-POMORSKIE;świecki;Lniano;Błądzim;;13A;53.4767932;18.1144922
Ochotnicza Straż Pożarna w Świbiu;ŚLĄSKIE;gliwicki;Wielowieś;Świbie;Parkowa;10;50.508917;18.5328826
Komenda Powiatowa Państwowej Straży Pożarnej w Nowym Dworze Gdańskim;POMORSKIE;nowodworski;Nowy Dwór Gdański;Nowy Dwór Gdański;Warszawska;53;54.20606045;19.13791328945527
OSP Boruszowice-Hanusek;ŚLĄSKIE;tarnogórski;Tworóg;Boruszowice;Armii Krajowej;6;50.5098062;18.7758756
Komenda Wojewódzka Policji w Gorzowie Wielkopolskim;LUBUSKIE;Gorzów Wielkopolski;Gorzów Wielkopolski;Gorzów Wielkopolski;Kwiatowa;10;52.7206113;15.23173649926174
Komenda Powiatowa Państwowej Straży Pożarnej w Brzozowie;PODKARPACKIE;brzozowski;Brzozów;Brzozów;Adama Mickiewicza;1;49.6967124;22.0226933
Ochotnicza Straż Pożarna w Baryczy;PODKARPACKIE;brzozowski;Domaradz;Barycz;;240;49.8140622;22.0427473
Ochotnicza Straż Pożarna w Bliznem;PODKARPACKIE;brzozowski;Jasienica Rosielna;Blizne;;504A;49.7460349;21.982799599854644
Ochotnicza Straż Pożarna w Dydni;PODKARPACKIE;brzozowski;Dydnia;Dydnia;;84;49.6906733;22.1566526
Ochotnicza Straż Pożarna w Humniskach;PODKARPACKIE;brzozowski;Brzozów;Humniska;;490;49.676594;22.0488835
Ochotnicza Straż Pożarna w Izdebkach;PODKARPACKIE;brzozowski;Nozdrzec;Izdebki;;383A;49.7517135;22.11815330488118
Ochotnicza Straż Pożarna w Jabłonicy Polskiej;PODKARPACKIE;brzozowski;Haczów;Jabłonica Polska;;93;49.6998989;21.8969909
Ochotnicza Straż Pożarna w Jabłonce;PODKARPACKIE;brzozowski;Dydnia;Jabłonka;;47;49.1644254;22.099741435168067
Ochotnicza Straż Pożarna w Jasionowie;PODKARPACKIE;brzozowski;Haczów;Jasionów;;205;49.6582425;21.980671
Ochotnicza Straż Pożarna w Nozdrzcu;PODKARPACKIE;brzozowski;Nozdrzec;Nozdrzec;;63;49.77030535;22.207636840506957
Ochotnicza Straż Pożarna w Starej Wsi;PODKARPACKIE;brzozowski;Brzozów;Stara Wieś;;792;51.8126638;20.7960416
Ochotnicza Straż Pożarna w Trześniowie;PODKARPACKIE;brzozowski;Haczów;Trześniów;;90;49.6453886;21.94501215893571
Ochotnicza Straż Pożarna w Witryłowie;PODKARPACKIE;brzozowski;Dydnia;Witryłów;;20A;49.65756;22.23341
Ochotnicza Straż Pożarna w Zmiennicy;PODKARPACKIE;brzozowski;Brzozów;Zmiennica;;29;49.6731738;21.96122543718248
Ochotnicza Straż Pożarna w Haczowie;PODKARPACKIE;brzozowski;Haczów;Haczów;;599;49.6690874;21.8886762
Ochotnicza Straż Pożarna w Grabownicy Starzeńskiej;PODKARPACKIE;brzozowski;Brzozów;Grabownica Starzeńska;;749;49.6610071;22.073929737974687
Ochotnicza Straz Pożarna w Jasienicy Rosielnej;PODKARPACKIE;brzozowski;Jasienica Rosielna;Jasienica Rosielna;;255;49.7511081;21.9407165
Ochotnicza Straż Pozarna w Przysietnicy;PODKARPACKIE;brzozowski;Brzozów;Przysietnica;;675;49.7295189;22.0511883
OSP Raniżów;PODKARPACKIE;kolbuszowski;Raniżów;Raniżów;św. Floriana;2;50.25892355;21.969655242313497
OSP Staniszewskie;PODKARPACKIE;kolbuszowski;Raniżów;Staniszewskie;;153;50.257014;22.00567963227345
OSP WOLA RANIŻOWSKA;PODKARPACKIE;kolbuszowski;Raniżów;Wola Raniżowska;;25A;50.2951904;21.9523068
OSP SIEDLANKA;PODKARPACKIE;kolbuszowski;Niwiska;Siedlanka;;201;50.2591623;21.676318171902658
OSP Dzikowiec;PODKARPACKIE;kolbuszowski;Dzikowiec;Dzikowiec;Dworska;11;50.2625218;21.8602663
OSP Niwiska;PODKARPACKIE;kolbuszowski;Niwiska;Niwiska;;271;50.2240622;21.6409532
OSP WILCZA WOLA;PODKARPACKIE;kolbuszowski;Dzikowiec;Wilcza Wola;ZMYSŁOWSKA;14;50.3511473;21.9056874
OSP Lipnica;PODKARPACKIE;kolbuszowski;Dzikowiec;Lipnica;;83;52.11017045;23.31781652329384
